52721,41846,38515,35836,32857,30037,26949,23812,21872,20320
39181,35290,31000,28779,25569,23360,20482,17483,16452,14218
19276,17924,17589,17198,16554,15331,13619,12195,10835,10031
19724,19018,17189,16341,15091,14055,12680,10617,10262,9252
28289,26872,25885,23590,21308,18996,16136,14323,12863,10930
29254,28567,27282,25161,23065,20560,17488,14786,13265,10845
18144,19358,18549,18714,16873,14804,13090,12085,10891,9598
22318,21660,20068,17102,15538,14347,12578,10784,9842,8564
53240,48750,45352,41464,39095,37558,34588,28428,26909,24429
41957,37515,34074,28753,24101,21598,18243,15965,14752,12990
35152,33359,32186,30101,28259,26856,23655,21204,19002,16986
22030,20251,19259,17779,16131,14923,13259,11301,10196,9204
27859,25202,23642,21725,20722,19762,17900,15662,15072,12896
20335,19362,16914,16728,15327,14029,12353,9833,9642,9105
33016,26993,25869,23358,21528,19923,17717,16027,14815,12633
23454,21821,20111,18833,17104,15616,13958,11884,10797,9743
25703,23561,21854,19156,17296,15935,13576,12080,11650,10593
24025,22770,21227,19508,18060,16783,14707,13000,11749,10551
34667,32393,30216,30440,28269,25527,23159,20852,19101,16982
22491,21076,20518,19185,17457,15681,14017,12585,11229,9473
24664,23626,16823,15877,15068,13272,11365,10215,9807,9422
28209,25795,24000,21898,19873,17973,15260,13417,12168,10541
21246,20114,19318,17899,16649,15687,13457,11701,10608,9559
22301,20082,18804,16581,15441,13877,12635,11945,11007,9887
22365,20699,19569,19089,16514,14464,12584,11585,10688,9234
18775,17466,15009,14001,12958,11393,11026,9862,8694,7761
23206,21877,21531,19620,18254,16213,14134,12232,11310,9901
21128,19480,17925,16327,15048,13574,11881,10765,9975,9150
22761,21217,19252,17617,15026,13348,11878,10845,9816,8819
25384,24041,21212,19671,18223,17038,14730,13151,11852,9555
22272,20532,19176,18285,17442,14663,12665,10366,9882,8833
