1025.50,961.86,902.66,831.55,764.95,703.69,624.39,552.47,494.66,426.64
786.89,740.31,686.98,621.45,540.76,497.48,429.38,365.73,290.91,230.66
1885.27,1780.49,1703.63,1600.15,1491.97,1356.48,1153.65,975.97,809.80,686.56
895.63,847.22,826.95,774.50,708.01,675.30,576.03,474.92,373.82,312.60
1322.50,1263.16,1217.62,1161.77,1065.71,936.09,749.29,610.67,496.77,411.89
1880.85,1881.32,1875.69,1806.97,1625.42,1455.61,1187.55,980.71,799.41,651.69
960.87,927.06,891.40,840.75,794.29,693.53,577.00,487.32,408.75,304.71
874.23,850.09,845.15,843.80,796.96,727.77,595.84,510.99,453.32,368.68
879.81,855.22,831.86,791.08,757.01,719.30,682.11,593.03,509.05,416.64
4173.66,4055.42,3899.47,3590.16,3213.48,2922.67,2476.28,2101.43,1722.14,1366.02
2610.72,2558.38,2467.10,2243.01,1978.30,1872.55,1640.15,1390.28,1238.70,1063.51
1763.53,1698.92,1638.32,1524.11,1379.00,1247.38,1029.22,840.50,693.26,560.96
2421.34,2268.86,2112.03,1895.48,1646.00,1394.11,1125.12,898.92,725.20,579.66
1610.91,1493.77,1399.59,1260.61,1114.39,978.69,836.12,722.89,647.95,563.23
3806.31,3664.86,3534.48,3261.07,2937.40,2741.22,2377.04,2005.69,1677.03,1363.81
2292.04,2152.25,2077.24,1881.23,1654.64,1477.76,1275.50,1110.23,931.84,774.50
2192.97,2039.88,1925.09,1705.95,1457.95,1277.90,1040.71,854.40,690.84,555.06
2016.59,1877.70,1744.86,1564.93,1367.92,1239.24,1038.08,867.79,718.81,580.03
2551.82,2441.85,2341.18,2161.10,1890.90,1797.78,1551.81,1328.14,1197.41,1061.70
1458.41,1358.56,1263.87,1134.24,968.17,823.95,651.22,517.70,410.35,335.19
424.50,390.41,362.77,326.11,283.32,239.46,185.79,142.80,114.66,85.89
1715.12,1511.85,1353.26,1180.14,994.17,852.58,661.29,531.37,450.63,364.02
2472.96,2321.38,2225.44,2038.17,1782.75,1538.08,1240.73,1033.63,867.26,727.38
955.44,833.44,717.69,590.69,460.48,365.13,283.19,223.95,174.73,145.93
1806.22,1574.77,1389.66,1182.14,968.48,786.02,619.42,494.36,401.02,342.10
342.73,306.31,270.68,231.76,187.50,160.61,124.19,103.52,86.08,70.86
1943.20,1780.85,1645.65,1452.79,1226.46,1077.67,887.13,735.17,586.55,442.04
776.35,730.88,681.34,607.37,529.85,453.88,382.10,323.54,281.56,215.48
348.67,313.81,280.43,238.97,196.45,163.45,130.98,105.00,88.52,74.51
434.20,399.98,368.37,327.11,280.74,239.36,184.86,141.94,103.00,78.33
1049.93,959.03,867.54,750.33,631.50,525.70,430.76,373.75,315.41,242.44
