1060.97,983.87,948.10,871.76,816.31,808.95,712.01,556.64,498.92,497.55
725.31,729.09,720.72,675.02,683.56,632.10,585.37,471.01,436.37,334.67
2369.27,2359.09,2396.40,2345.10,2212.93,2046.22,1745.91,1491.92,1337.54,1155.62
930.75,892.81,797.13,782.49,847.44,756.29,654.08,523.38,650.19,546.31
1141.97,1087.32,1313.68,1302.00,1185.30,1040.03,875.61,773.29,698.15,545.28
1245.27,1702.80,1488.93,1396.68,1297.18,1143.17,926.81,790.56,734.13,665.63
558.38,529.79,518.05,498.52,462.13,420.98,373.93,341.76,317.06,275.76
758.01,707.03,683.12,601.48,598.78,568.81,486.01,433.55,434.03,412.10
1237.32,1133.17,1044.46,935.91,895.31,868.31,834.40,635.01,712.99,682.84
2837.16,2705.44,2591.15,2425.11,2352.40,2127.93,1768.30,1423.25,1346.26,1101.18
1774.37,1631.88,1525.93,1427.52,1278.91,1206.95,1076.67,888.02,843.20,748.61
826.90,791.72,784.44,730.36,650.21,589.82,527.02,467.92,443.81,408.33
1689.82,1547.30,1320.35,1176.19,1090.07,963.85,871.16,751.42,703.72,626.32
796.47,736.15,710.08,678.62,630.56,507.44,446.22,394.90,388.42,371.60
2725.41,2503.65,2326.25,2065.16,2516.19,2328.38,1971.00,1742.33,1721.24,1334.62
1938.06,1809.39,1676.46,1474.19,1151.91,961.50,873.30,823.57,802.25,866.73
1297.48,1242.34,1181.58,1078.11,934.96,869.48,753.61,642.72,562.46,485.87
1356.56,1291.03,1257.64,1172.31,1077.65,948.82,832.28,704.83,624.68,517.67
3209.72,2928.90,2740.76,2450.51,2367.46,2090.36,1825.29,1595.34,1634.45,1418.57
855.67,803.10,733.63,677.77,625.57,588.20,480.17,378.75,337.30,266.90
199.89,187.80,185.15,148.35,133.40,119.74,101.90,88.68,82.59,76.83
848.22,761.31,705.83,659.65,515.15,456.25,389.55,347.98,309.59,265.74
1472.57,1219.77,1067.98,751.55,707.19,638.76,573.75,520.71,550.68,511.49
987.47,920.36,828.69,772.44,687.45,590.91,480.32,399.77,370.65,282.04
328.41,304.49,288.47,273.16,247.53,217.22,193.26,179.45,164.98,195.22
31.26,31.76,30.80,29.21,26.23,23.95,22.12,21.19,19.13,16.80
771.77,713.02,675.66,611.11,617.39,552.54,474.60,423.24,378.63,326.99
271.25,274.65,280.73,267.18,319.66,280.33,227.18,213.64,211.11,181.24
94.99,90.55,81.70,74.23,71.87,67.53,61.26,49.32,42.97,40.59
205.75,200.66,198.92,198.39,196.49,174.10,145.17,114.77,93.29,67.53
567.54,536.06,480.44,386.97,357.90,256.72,222.47,209.10,191.84,177.28
