24285,22315,20506,17663,14664,13659,13392,11917,10375,8984
22194,19922,16949,14954,11936,9658,8076,7279,6540,5409
8897,7666,7023,6460,5766,4893,3867,3606,3515,3067
9226,8809,7692,7476,6485,5627,4687,3705,3510,2951
13013,11814,11070,8218,7032,5945,4692,4072,3673,3286
12145,13707,12178,10417,8652,7221,5955,5039,4409,3727
8390,8837,7810,7773,6977,6239,4842,4494,3922,3369
10305,9238,8594,7478,6445,5898,4794,4360,3873,3106
23660,23005,22803,20221,18512,17757,13609,12240,11563,10802
23459,20428,17780,14571,11721,10164,8196,7147,6384,5698
22028,19953,17281,15458,13724,12371,10273,8571,7881,7169
8565,7674,6994,6114,5648,5356,4447,3683,3259,2878
15653,13631,11908,10147,9596,8436,7169,6248,5811,4846
11320,9432,7429,7429,6423,5853,4613,3560,3184,3061
15970,12651,11215,9224,8212,7041,5730,5395,5081,4251
9291,8271,7439,6438,5608,4929,4061,3528,3208,2833
10860,9542,8608,7755,6705,5653,4758,4137,3892,3300
10461,9785,7908,7005,6382,5607,4513,4154,3914,3437
14784,13344,12674,9914,8898,7854,6255,5533,4975,4401
8225,7439,6644,5795,5355,4671,3842,3424,3143,2721
10512,9124,8371,7072,6020,5204,3846,3447,3130,2939
9433,8337,7577,6604,5741,4615,3652,3413,3254,2752
11094,10039,9092,8074,7147,5882,4748,3891,3362,2949
8887,7866,6620,5383,4448,3986,3221,2741,2418,2094
8336,7820,7116,6003,5645,4825,3783,3151,2972,2597
5952,5412,4498,3874,3098,2775,2567,2318,2009,1920
8768,7944,7552,6620,5783,4697,3917,3356,3080,2549
6781,6255,5661,5245,4563,3977,3126,2774,2480,2048
10505,9109,8007,6954,6116,4905,3848,3435,3121,2453
9980,9050,8454,7062,5958,5100,3896,3541,3305,2808
8816,7694,6859,5942,5410,4495,3674,3029,2686,2320
