129.79,140.21,158.99,159.64,150.20,136.27,124.36,118.29,112.83,101.26
220.22,208.82,199.90,186.96,171.60,159.72,145.58,128.85,122.58,110.19
3492.81,3439.45,3447.46,3381.98,3186.66,2905.73,2562.81,2207.34,2034.59,1804.72
784.78,783.16,788.89,741.01,698.32,641.42,554.48,477.59,313.58,311.97
1637.39,1617.42,1627.85,1575.76,1448.58,1306.30,1095.28,929.60,907.95,762.10
2173.06,2384.03,2285.75,2216.15,2155.82,1915.57,1631.08,1414.90,1302.02,1133.42
1498.52,1596.28,1524.01,1466.74,1412.11,1277.44,1050.15,980.57,916.72,783.80
2670.46,2633.50,2611.36,2474.12,2113.66,1701.50,1302.90,1154.33,1088.94,915.38
109.47,109.82,124.26,124.89,127.80,124.94,114.15,113.82,111.80,101.84
4077.18,3986.05,3634.33,3469.86,3418.29,3064.78,2540.10,2261.86,2100.11,1816.31
1965.18,1832.91,1777.18,1760.34,1667.88,1583.04,1360.56,1163.08,1095.96,986.02
2567.72,2456.69,2392.39,2267.15,2178.73,2015.31,1729.02,1495.45,1418.09,1200.18
2363.22,2118.10,2014.80,1874.23,1776.71,1612.24,1363.67,1182.74,1158.17,1002.11
1904.53,1772.98,1683.72,1588.51,1520.23,1391.07,1206.98,1098.66,1060.38,905.77
4929.13,4979.08,4798.36,4565.97,4281.70,3973.85,3588.28,3226.64,3002.65,2509.14
4286.21,4209.56,4160.01,3972.70,3769.54,3512.24,3258.09,2769.05,2658.78,2217.66
3659.33,3309.84,3176.89,3030.27,2848.77,2569.30,2147.00,1795.90,1780.00,1378.00
3578.37,3331.62,3148.75,2990.31,3004.21,2768.03,2325.50,1969.69,1892.40,1626.48
3694.37,3345.54,3166.82,2977.13,2847.26,2665.20,2286.98,2010.27,1973.05,1695.57
2796.80,2565.45,2413.44,2290.64,2172.37,2047.23,1675.06,1458.49,1453.75,1241.35
948.35,854.72,809.52,736.03,711.54,659.23,539.83,462.19,436.04,361.07
1303.24,1150.15,1061.03,1002.68,940.01,844.52,685.38,606.80,575.40,482.39
3929.33,3677.30,3531.05,3368.66,3297.21,2983.51,2482.89,2240.61,2216.15,2032.00
1846.19,1640.61,1280.45,998.47,891.91,726.22,625.03,550.27,539.19,446.38
2195.11,2055.78,1990.07,1860.80,1654.55,1411.01,1108.38,1067.60,1020.56,837.35
115.78,98.04,91.64,84.68,80.38,74.47,68.72,63.88,60.62,54.89
1693.85,1597.63,1564.94,1460.97,1370.16,1220.90,988.45,789.64,753.72,592.63
983.39,954.09,900.76,844.69,780.50,678.75,599.28,497.05,462.27,387.55
221.19,208.93,215.93,204.72,176.91,155.08,134.92,107.40,105.57,83.41
241.60,237.76,216.99,210.81,199.40,184.14,159.29,127.25,118.94,97.89
1648.97,1559.08,1538.60,1434.83,1320.57,1139.03,1078.63,759.74,691.07,628.72
