4944.44,4542.64,4544.80,4292.56,4059.27,3752.48,3388.38,2855.55,2626.41,2509.40
7571.35,7704.22,7731.85,7275.45,6663.82,5928.32,4840.23,3987.84,3709.78,2892.53
15256.93,14386.87,15012.85,14781.85,14003.57,13126.86,10707.68,8959.83,8701.34,7201.88
5028.99,5194.27,6293.91,6613.06,6731.56,6635.26,5234.00,3993.80,4242.36,3454.49
8553.63,9000.58,9119.79,9104.08,8801.50,8037.69,6367.69,5114.00,4376.19,3193.67
8606.54,13041.97,14384.64,13963.95,13230.49,12152.15,9976.82,7906.34,7158.84,5544.14
7004.95,7005.71,7286.59,6871.96,6376.77,5611.48,4506.31,3541.92,3097.12,2475.45
4400.69,4798.08,5544.41,5846.67,6037.61,5962.41,5025.15,4060.72,4319.75,3695.58
8406.28,7991.00,8167.71,7907.81,7854.77,7927.89,7218.32,6001.78,6085.84,5571.06
34619.50,32044.45,30854.50,29086.08,27121.95,25203.28,21753.93,18566.37,16993.34,14471.26
21194.61,19711.67,19175.06,18047.52,17316.32,16555.58,14297.93,11908.49,11567.42,10154.25
11821.58,10946.83,11077.67,10390.04,9404.84,8309.38,6436.62,4905.22,4198.93,3370.96
14093.47,13064.82,12515.36,11329.60,10187.94,9069.20,7522.83,6005.30,5318.44,4476.42
8829.54,8411.57,8247.93,7713.02,6942.59,6390.55,5122.88,3919.45,3554.81,2975.53
31343.67,29485.90,28788.11,27442.85,25735.73,24017.11,21238.49,18901.83,17571.98,14647.53
19275.82,17917.37,17816.56,16742.90,16672.20,15427.08,13226.38,11010.50,10259.99,8282.83
14654.38,13503.56,12852.40,11786.64,11193.10,9815.94,7767.24,6038.08,5082.07,4143.06
13341.17,12810.82,12482.06,11553.97,10506.42,9361.99,7343.19,5687.19,5028.93,3977.72
35109.66,32613.54,31419.75,28994.22,27700.97,26447.38,23014.53,19419.70,18502.20,16004.61
8273.66,7717.52,7324.96,6731.32,6247.43,5675.32,4511.68,3381.54,3037.74,2425.29
905.95,875.82,875.97,797.39,804.47,714.50,571.00,443.43,423.55,364.26
7898.92,7069.37,6529.06,5812.29,5975.18,5543.04,4359.12,3448.77,3057.78,2368.53
13448.92,13248.08,13962.41,13472.05,12333.28,11029.13,8672.18,6711.87,5823.39,4648.79
4669.53,4147.83,3857.44,3276.24,2677.54,2194.33,1800.06,1476.62,1370.03,1124.79
5690.16,5416.12,5281.82,4939.21,4419.20,3780.32,3223.49,2582.53,2452.75,2038.39
429.17,376.19,336.84,292.92,242.85,208.79,163.92,136.63,115.56,98.48
9490.72,9082.13,9577.24,8912.34,8073.87,6935.59,5446.10,4236.42,3861.12,2986.46
2515.56,2494.77,2926.45,2745.35,2600.09,2377.83,1984.97,1527.24,1470.34,1279.32
1249.98,1207.31,1234.31,1151.28,1092.34,975.18,744.63,575.33,557.12,419.03
1488.44,1379.60,1341.24,1259.59,1159.37,1056.15,827.91,662.32,609.98,455.04
3647.01,3596.40,3948.96,3574.88,3481.56,3225.90,2592.15,1929.59,2070.76,1647.55
